3,1250,0
1,1312,0
3,1375,0
0,1450,0
3,1500,0
2,1550,0
0,1600,0
1,1678,0
0,1750,0
2,1800,0
1,1875,0
2,1937,0
3,2000,0
1,109083,0
0,109125,0
3,109166,0
2,109208,0
1,109250,0
0,109291,0
3,109333,0
2,109375,0
1,109416,0
0,109458,0
3,109500,0
1,109550,0
2,109650,0
0,109700,0
2,109750,0
1,109791,0
0,109875,0
3,109875,0
1,109916,0
2,109958,0
3,110000,0
0,110041,0
1,110083,0
2,110125,0
3,110166,0
0,110208,0
1,110250,0
2,110291,0
3,110333,0
0,110375,0
2,110450,0
1,110525,0
3,110575,0
1,110625,0
2,110666,0
1,110750,0
3,110875,0
0,110875,0
2,110916,0
1,110958,0
0,111000,0
3,111041,0
2,111083,0
1,111125,0
0,111166,0
3,111208,0
2,111250,0
1,111291,0
0,111333,0
3,111375,0
2,111416,0
1,111458,0
0,111500,0
3,111541,0
2,111583,0
1,111625,0
0,111666,0
3,111708,0
2,111750,0
1,111791,0
0,111833,0
3,111875,0
2,111916,0
1,111958,0
0,112000,0
3,112125,0
3,112250,0
2,112281,0
0,112312,0
2,112437,0
0,112500,0
1,112531,0
3,112562,0
1,112687,0
3,112750,0
2,112781,0
0,112812,0
1,112875,0
2,112937,0
0,113000,0
3,113000,0
1,113041,0
2,113083,0
3,113125,0
0,113166,0
1,113208,0
2,113250,0
3,113291,0
0,113333,0
1,113375,0
2,113416,0
3,113458,0
0,113500,0
2,113550,0
1,113625,0
3,113675,0
2,113750,0
1,113812,0
3,113875,0
0,113875,0
2,113916,0
1,113958,0
0,114000,0
3,114041,0
2,114083,0
1,114125,0
0,114166,0
3,114208,0
2,114250,0
1,114291,0
0,114333,0
3,114375,0
1,114437,0
2,114500,0
0,114562,0
2,114625,0
1,114687,0
2,114750,0
0,114875,0
3,114875,0
1,114916,0
2,114958,0
3,115000,0
0,115041,0
1,115083,0
2,115125,0
3,115166,0
0,115208,0
1,115250,0
2,115291,0
3,115333,0
0,115375,0
1,115416,0
2,115458,0
3,115500,0
0,115541,0
1,115583,0
2,115625,0
3,115666,0
0,115708,0
1,115750,0
2,115791,0
3,115833,0
0,115875,0
1,115916,0
2,115958,0
3,116000,0
1,116125,0
1,116250,0
2,116312,0
0,116375,0
2,116437,0
1,116500,0
2,116535,0
3,116571,0
0,116625,0
2,116666,0
1,116708,0
0,116750,0
2,116875,0
1,116928,0
3,117000,0
0,117000,0
2,117041,0
1,117083,0
0,117125,0
3,117166,0
2,117208,0
1,117250,0
0,117291,0
3,117333,0
2,117375,0
0,117416,0
1,117458,0
3,117500,0
1,117550,0
2,117625,0
0,117675,0
1,117750,0
0,117875,0
3,117875,0
1,117916,0
2,117958,0
3,118000,0
0,118041,0
1,118083,0
2,118125,0
3,118166,0
0,118208,0
1,118250,0
2,118291,0
3,118333,0
0,118375,0
2,118437,0
1,118500,0
3,118562,0
2,118625,0
1,118687,0
2,118750,0
1,118812,0
3,118875,0
0,118875,0
2,118916,0
1,118958,0
0,119000,0
3,119041,0
2,119083,0
1,119125,0
0,119166,0
3,119208,0
2,119250,0
1,119291,0
0,119333,0
3,119375,0
2,119416,0
1,119458,0
0,119500,0
3,119541,0
2,119583,0
1,119625,0
0,119666,0
3,119708,0
2,119750,0
1,119791,0
0,119833,0
3,119875,0
2,119916,0
1,119958,0
0,120000,0
3,120375,0
1,120562,0
2,120750,0
0,120812,0
1,120875,0
2,120937,0
0,121000,0
3,121000,0
1,121041,0
2,121083,0
3,121125,0
0,121166,0
1,121208,0
2,121250,0
3,121291,0
0,121333,0
1,121375,0
2,121416,0
3,121458,0
0,121500,0
1,121535,0
3,121571,0
2,121642,0
1,121714,0
2,121785,0
3,121875,0
0,121875,0
2,121916,0
1,121958,0
0,122000,0
3,122041,0
2,122083,0
1,122125,0
0,122166,0
3,122208,0
2,122250,0
1,122291,0
0,122333,0
3,122375,0
2,122500,0
1,122562,0
2,122625,0
0,122656,0
3,122687,0
2,122734,0
1,122781,0
0,122875,0
3,122875,0
1,122916,0
2,122958,0
3,123000,0
0,123041,0
1,123083,0
2,123125,0
3,123166,0
0,123208,0
1,123250,0
2,123291,0
3,123333,0
0,123375,0
1,123416,0
2,123458,0
3,123500,0
0,123541,0
1,123583,0
2,123625,0
3,123666,0
0,123708,0
1,123750,0
2,123791,0
3,123833,0
0,123875,0
1,123916,0
2,123958,0
3,124000,0
0,124062,0
1,124125,0
2,124187,0
0,124250,0
3,124291,0
2,124333,0
1,124375,0
0,124437,0
2,124500,0
3,124562,0
0,124625,0
1,124666,0
2,124708,0
3,124750,0
1,124812,0
0,124875,0
3,124916,0
2,124958,0
1,125000,0
0,125062,0
2,125125,0
3,125166,0
0,125208,0
1,125250,0
3,125312,0
2,125375,0
0,125416,0
1,125500,0
2,125541,0
0,125625,0
3,125666,0
2,125708,0
1,125750,0
3,125812,0
0,125875,0
1,125916,0
3,125968,0
2,126000,0
1,126062,0
0,126093,0
2,126156,0
1,126187,0
3,126250,0
2,126281,0
0,126312,0
1,126375,0
2,126437,0
3,126500,0
3,126750,0
0,126850,0
1,126950,0
2,127020,0
0,127070,0
3,127120,0
1,127170,0
2,127220,0
0,127270,0
3,127270,0
1,127332,0
2,127395,0
3,127395,0
1,127457,0
3,127520,0
0,127520,0
2,127582,0
1,127645,0
0,127707,0
3,127770,0
2,127832,0
1,127895,0
0,127895,0
2,127957,0
3,128020,0
0,128082,0
1,128145,0
2,128207,0
3,128270,0
0,128270,0
1,128332,0
2,128395,0
3,128457,0
0,128520,0
1,128582,0
2,128645,0
3,128645,0
1,128707,0
0,128770,0
3,128832,0
2,128895,0
1,128957,0
0,129020,0
3,129020,0
2,129082,0
1,129145,0
0,129207,0
2,129270,0
3,129270,0
0,129332,0
1,129395,0
2,129457,0
0,129520,0
3,129520,0
1,129582,0
2,129645,0
3,129707,0
0,129770,0
1,129832,0
2,129895,0
3,129895,0
1,129957,0
0,130020,0
3,130082,0
2,130145,0
1,130207,0
0,130270,0
3,130270,0
2,130332,0
1,130395,0
0,130457,0
3,130520,0
2,130582,0
1,130645,0
0,130645,0
2,130707,0
3,130770,0
0,130832,0
1,130895,0
2,130957,0
3,131020,0
0,131020,0
1,131082,0
2,131145,0
3,131207,0
1,131270,0
0,131270,0
3,131332,0
2,131395,0
1,131457,0
0,131520,0
3,131520,0
2,131570,0
1,131620,0
3,131670,0
2,131720,0
0,131770,0
1,131820,0
2,131870,0
0,131920,0
1,131970,0
3,132020,0
2,132070,0
1,132120,0
0,132170,0
3,132220,0
2,132270,0
0,132320,0
1,132370,0
2,132420,0
3,132470,0
0,132520,0
1,132570,0
3,132620,0
2,132670,0
1,132720,0
0,132770,0
3,132811,0
2,132853,0
0,132895,0
1,132957,0
3,133020,0
2,133055,0
1,133091,0
3,133145,0
0,133207,0
2,133270,0
0,133332,0
3,133395,0
2,133430,0
1,133466,0
3,133520,0
0,133582,0
2,133645,0
0,133707,0
3,133770,0
2,133805,0
1,133841,0
3,133895,0
0,133957,0
2,134020,0
0,134082,0
3,134145,0
2,134180,0
1,134216,0
3,134270,0
0,134332,0
2,134395,0
0,134478,0
1,134536,0
2,134585,0
0,134624,0
3,134676,0
2,134728,0
1,134780,0
2,134846,0
3,134911,0
0,134976,0
2,135041,0
1,135106,0
0,135172,0
3,135237,0
1,135302,0
2,135367,0
3,135433,0
1,135498,0
0,135563,1,135750
2,135750,1,135813
1,135813,1,136000
3,136000,1,136063
2,136063,1,136188
0,136188,1,136313
1,136313,1,136438
2,136438,1,136750
3,136750,1,136813
1,136813,1,136938
2,136938,1,137063
0,137063,1,137188
3,137188,1,137313
1,137313,1,137438
0,137438,1,137563
2,137563,1,137750
1,137750,1,137813
3,137813,1,138000
1,138000,1,138063
2,138063,1,138188
3,138188,1,138313
0,138313,1,138438
2,138438,1,138688
1,138688,1,138813
0,138813,1,138938
2,138938,1,139063
1,139063,1,139313
3,139438,1,139563
0,139563,1,139750
2,139750,1,139813
1,139813,1,139938
2,139938,1,140063
3,140063,1,140188
0,140188,1,140313
2,140313,1,140438
1,140438,1,140813
3,140813,1,140875
2,140875,1,141188
1,141188,1,141313
0,141313,1,141563
3,141563,1,141688
0,141688,1,141750
2,141750,1,141938
0,141938,1,142063
3,142063,1,142188
1,142188,1,142313
2,142313,1,142438
0,142438,1,142813
3,142938,1,143281
1,143281,1,143563
2,143563,1,143750
0,143750,1,143813
3,143813,1,144000
1,144000,1,144063
2,144063,1,144188
0,144188,1,144313
1,144313,1,144438
3,144438,1,144688
1,144688,1,144813
2,144813,1,144938
1,144938,1,145063
3,145063,1,145188
0,145188,1,145313
1,145313,1,145438
2,145438,1,145563
0,145563,1,145688
1,145688,1,145750
3,145750,1,145813
2,145813,1,145938
3,145938,1,146000
0,146000,1,146063
1,146063,1,146188
2,146188,1,146313
3,146313,1,146438
1,146438,1,146688
2,146688,1,146750
3,146750,1,146813
0,146813,1,146938
3,146938,1,147063
2,147063,1,147313
0,147438,1,147563
2,147563,1,147750
1,147750,1,147813
3,147813,1,148000
0,148000,1,148063
2,148063,1,148188
1,148188,1,148313
0,148313,1,148438
3,148438,1,148813
1,148813,1,148938
2,148938,1,149188
3,149188,1,149313
0,149313,1,149438
2,149438,1,149563
1,149563,1,149688
3,149688,1,149750
0,149750,1,149813
2,149813,1,149938
0,149938,1,150000
1,150000,1,150063
3,150063,1,150188
2,150125,0
0,150188,1,150313
1,150250,0
3,150313,0
2,150363,0
0,150413,0
1,150463,0
3,150513,0
2,150563,0
0,150611,0
1,150660,0
3,150709,0
2,150758,0
0,150807,0
1,150848,0
3,150889,0
2,150930,0
0,150971,0
1,151011,0
3,151052,0
2,151093,0
0,151134,0
1,151175,0
3,151216,0
2,151256,0
0,151297,0
1,151338,0
3,151379,0
2,151420,0
0,151460,0
1,151501,0
2,151542,0
3,151542,0
3,151667,0
0,151667,0
0,151792,0
1,151792,0
1,151917,0
2,151917,0
2,152042,0
3,152042,0
0,152042,0
3,152167,0
1,152167,0
1,152292,0
0,152292,0
3,152417,0
0,152417,0
2,152542,0
3,152542,0
1,152542,0
2,152667,0
0,152667,0
1,152792,0
0,152792,0
3,152917,0
2,152917,0
3,153042,0
1,153042,0
0,153042,0
2,153167,0
1,153167,0
0,153292,0
3,153292,0
3,153417,0
1,153417,0
1,153542,0
2,153542,0
0,153542,0
0,153667,0
2,153667,0
3,153792,0
1,153792,0
2,153917,0
3,153917,0
2,154042,0
1,154042,0
0,154042,0
3,154167,0
0,154167,0
2,154292,0
3,154292,0
1,154417,0
0,154417,0
2,154542,0
3,154542,0
0,154542,0
2,154667,0
1,154667,0
3,154792,0
0,154792,0
2,154917,0
0,154917,0
1,155042,0
2,155042,0
3,155042,0
3,155167,0
0,155167,0
1,155292,0
0,155292,0
2,155417,0
3,155417,0
1,155542,0
0,155542,0
3,155542,1,156542
0,156385,0
2,156667,0
1,156792,0
2,157042,0
3,157042,0
1,157104,0
0,157104,0
2,157167,0
3,157167,0
1,157229,0
0,157229,0
2,157292,0
3,157292,0
1,157354,0
0,157354,0
2,157417,0
3,157417,0
1,157479,0
0,157479,0
2,157542,0
3,157542,0
1,157604,0
0,157604,0
2,157667,0
3,157667,0
1,157729,0
0,157729,0
2,157792,0
3,157792,0
1,157854,0
0,157854,0
2,157917,0
3,157917,0
1,157979,0
0,157979,0
2,158042,0
3,158042,0
1,158104,0
0,158104,0
2,158167,0
3,158167,0
1,158229,0
0,158229,0
2,158292,0
3,158292,0
1,158354,0
0,158354,0
2,158417,0
3,158417,0
1,158479,0
0,158479,0
2,158542,0
3,158542,1,159662
2,159101,0
1,159171,0
2,159241,0
0,159311,0
1,159381,0
2,159451,0
1,159521,0
0,159590,0
2,159660,1,159745
1,159787,1,159849
3,159849,1,159953
0,159912,1,160005
1,159974,1,160068
2,160037,1,160130
0,160099,1,160224
3,160162,1,160318
2,160287,1,160380
1,160349,1,160443
0,160412,1,160505
3,160474,1,160568
2,160537,1,160615
1,160662,1,160745
2,160787,1,160849
0,160849,1,160953
3,160912,1,161005
2,160974,1,161068
1,161037,1,161130
3,161099,1,161224
0,161162,1,161318
1,161287,1,161380
2,161349,1,161443
3,161412,1,161505
0,161474,1,161568
1,161537,1,161615
1,161662,0
0,161662,0
2,161724,0
3,161724,0
1,161787,0
0,161787,0
2,161849,0
3,161849,0
1,161912,0
0,161912,0
2,161974,0
3,161974,0
1,162037,0
0,162037,0
2,162099,0
3,162099,0
1,162162,0
0,162162,0
2,162224,0
3,162224,0
1,162287,0
0,162287,0
2,162349,0
3,162349,0
1,162412,0
0,162412,0
2,162474,0
3,162474,0
1,162537,0
0,162537,0
2,162599,0
3,162599,0
1,162662,0
0,162662,0
3,162912,0
2,162962,0
0,163012,0
1,163062,0
2,163112,0
3,163162,1,163224
0,163162,1,163224
2,163349,1,163412
1,163349,1,163412
0,163349,1,163412
2,163537,1,163599
1,163537,1,163599
3,163537,1,163599
0,163662,1,163787
1,163662,1,163724
3,163662,1,163724
2,163724,1,163787
1,163787,1,163849
3,163787,1,163849
2,163849,0
0,163912,1,163974
3,163912,1,164037
1,163974,1,164037
0,164037,1,164099
2,164037,1,164099
1,164099,0
2,164162,1,164224
3,164162,1,164287
0,164224,1,164349
1,164287,1,164349
2,164287,1,164349
3,164349,0
1,164412,1,164537
0,164412,1,164474
2,164474,1,164537
3,164537,1,164599
0,164537,1,164599
1,164599,0
2,164662,1,164724
3,164662,1,164724
0,164724,1,164787
2,164787,1,164849
3,164787,1,164849
0,164849,0
1,164912,1,164974
2,164912,1,165037
3,164974,1,165037
1,165037,1,165099
0,165037,1,165099
3,165099,0
2,165162,1,165224
0,165162,1,165287
1,165224,1,165349
3,165287,1,165349
2,165287,1,165349
0,165349,0
1,165412,1,165474
3,165412,1,165537
2,165474,1,165537
1,165537,1,165599
0,165537,1,165599
2,165599,0
3,165662,1,165787
0,165662,1,165724
1,165724,1,165787
2,165787,1,165849
0,165787,1,165849
1,165849,0
2,165912,1,165974
3,165912,1,165974
0,165974,1,166037
2,166037,1,166099
3,166037,1,166099
0,166099,0
1,166162,1,166224
3,166162,1,166287
2,166224,1,166349
1,166287,1,166349
0,166287,1,166349
3,166349,0
2,166412,1,166537
0,166412,1,166474
1,166474,1,166537
0,166537,1,166599
3,166537,1,166599
1,166599,0
2,166662,1,166724
3,166662,1,166724
0,166724,1,166787
2,166787,1,166849
3,166787,1,166849
0,166849,0
1,166912,1,167037
2,166912,1,166974
3,166974,1,167099
2,167037,1,167099
0,167037,1,167099
1,167099,0
3,167162,1,167287
0,167162,1,167224
2,167224,1,167349
1,167287,1,167349
0,167287,1,167349
3,167349,0
2,167412,1,167537
1,167412,1,167474
0,167474,1,167537
1,167537,1,167599
3,167537,1,167599
0,167599,0
2,167662,1,167724
3,167662,1,167724
1,167724,1,167787
2,167787,1,167849
3,167787,1,167849
1,167849,0
3,167912,0
0,167912,0
2,167974,0
1,168037,0
0,168037,0
2,168099,0
1,168162,1,168287
3,168162,1,168224
0,168224,1,168349
2,168287,1,168349
3,168287,1,168349
1,168349,0
0,168412,1,168537
3,168412,1,168474
2,168474,1,168599
1,168537,1,168599
3,168537,1,168599
0,168599,0
1,168662,1,168724
2,168662,1,168724
3,168724,1,168849
2,168787,1,168849
1,168787,1,168849
0,168849,0
2,168912,1,169037
3,168912,1,168974
1,168974,1,169037
0,169037,1,169099
3,169037,1,169099
1,169099,0
2,169162,1,169287
0,169162,1,169224
3,169224,1,169287
1,169287,1,169349
0,169287,1,169349
3,169349,0
2,169412,1,169474
0,169412,1,169537
1,169474,1,169599
2,169537,1,169599
3,169537,1,169599
0,169599,0
2,169662,1,169787
3,169662,1,169724
1,169724,1,169849
0,169787,1,169849
3,169787,1,169849
2,169849,0
1,169912,0
0,169912,0
3,169974,0
2,170037,0
1,170037,0
0,170099,0
2,170162,1,170224
3,170162,1,170224
0,170224,1,170349
2,170287,1,170349
3,170287,1,170349
1,170349,0
3,170412,1,170537
0,170412,1,170474
2,170474,1,170599
1,170537,1,170599
0,170537,1,170599
3,170599,0
1,170662,1,170787
0,170662,1,170724
2,170724,1,170849
3,170787,1,170849
0,170787,1,170849
1,170849,0
2,170912,1,170974
3,170912,1,171037
0,170974,1,171099
1,171037,1,171099
2,171037,1,171099
3,171099,0
1,171162,1,171224
0,171162,1,171224
3,171224,1,171349
1,171287,1,171349
0,171287,1,171349
2,171349,0
0,171412,1,171537
3,171412,1,171474
1,171474,1,171599
2,171537,1,171599
3,171537,1,171599
0,171599,0
2,171662,1,171724
3,171662,1,171787
1,171724,1,171787
2,171787,1,171849
0,171787,1,171849
1,171849,0
0,171912,1,172037
3,171912,1,171974
2,171974,1,172037
1,172037,1,172099
3,172037,1,172099
2,172099,0
1,172162,1,172224
0,172162,1,172287
3,172224,1,172349
2,172287,1,172349
1,172287,1,172349
0,172349,0
2,172412,1,172537
3,172412,1,172474
1,172474,1,172599
0,172537,1,172599
3,172537,1,172599
2,172599,0
1,172662,1,172724
0,172662,1,172724
3,172724,1,172787
1,172787,1,172849
0,172787,1,172849
3,172849,0
2,172912,1,172974
1,172912,1,173037
0,172974,1,173037
2,173037,1,173099
3,173037,1,173099
0,173099,0
3,173162,1,173287
1,173162,1,173224
2,173224,1,173349
1,173287,1,173349
0,173287,1,173349
3,173349,0
2,173412,1,173474
0,173412,1,173537
1,173474,1,173537
2,173537,1,173599
3,173537,1,173599
1,173599,0
0,173662,1,173787
3,173662,1,173724
2,173724,1,173787
1,173787,1,173849
3,173787,1,173849
2,173849,0
1,173912,1,173974
0,173912,1,173974
3,173974,1,174037
1,174037,1,174099
0,174037,1,174099
3,174099,0
2,174162,1,174224
0,174162,1,174287
1,174224,1,174349
2,174287,1,174349
3,174287,1,174349
0,174349,0
1,174412,1,174537
3,174412,1,174474
2,174474,1,174537
0,174537,1,174599
3,174537,1,174599
2,174599,0
1,174662,1,174724
0,174662,1,174724
3,174724,1,174787
1,174787,1,174849
0,174787,1,174849
3,174849,0
2,174912,1,175037
1,174912,1,174974
0,174974,1,175099
1,175037,1,175099
3,175037,1,175099
2,175099,0
3,175162,1,175224
0,175162,1,175287
1,175224,1,175349
2,175287,1,175349
3,175287,1,175349
0,175349,0
1,175412,1,175537
2,175412,1,175474
3,175474,1,175537
2,175537,1,175599
0,175537,1,175599
3,175599,0
1,175662,1,175724
0,175662,1,175724
2,175724,1,175787
1,175787,1,175849
0,175787,1,175849
2,175849,0
3,175912,0
0,175912,0
1,175974,0
2,176037,0
3,176037,0
1,176099,0
2,176162,1,176287
0,176162,1,176224
3,176224,1,176349
1,176287,1,176349
0,176287,1,176349
2,176349,0
3,176412,1,176537
0,176412,1,176474
1,176474,1,176599
2,176537,1,176599
0,176537,1,176599
3,176599,0
2,176662,1,176724
1,176662,1,176724
0,176724,1,176849
1,176787,1,176849
2,176787,1,176849
3,176849,0
1,176912,1,177037
0,176912,1,176974
2,176974,1,177037
0,177037,1,177099
3,177037,1,177099
2,177099,0
1,177162,1,177287
3,177162,1,177224
0,177224,1,177287
2,177287,1,177349
3,177287,1,177349
0,177349,0
1,177412,1,177474
3,177412,1,177537
2,177474,1,177537
1,177537,1,177599
0,177537,1,177599
2,177599,0
3,177662,1,177733
0,177662,1,177787
2,178037,0
3,178037,0
1,178099,0
0,178099,0
2,178162,1,178212
3,178162,1,178269
0,178537,0
1,178537,0
2,178599,0
3,178599,0
1,178662,1,178703
0,178662,1,178733
3,178712,0
2,178762,0
1,178812,0
3,178862,0
0,178912,0
2,178974,0
1,179037,0
0,179037,0
3,179099,0
2,179099,0
1,179162,0
0,179162,0
3,179224,0
1,179287,0
1,179349,0
2,179412,0
3,179412,0
0,179474,0
2,179537,0
2,179599,0
3,179662,0
0,179662,0
1,179712,0
2,179762,0
0,179812,0
3,179862,0
2,179912,0
1,179962,0
0,180012,0
3,180062,0
1,180112,0
2,180162,0
0,180224,0
2,180287,0
1,180349,0
0,180412,0
3,180474,0
1,180537,0
2,180599,0
3,180662,0
2,180724,0
0,180787,0
1,180849,0
2,180912,0
3,180974,0
0,181037,0
2,181099,0
1,181162,0
0,181224,0
3,181287,0
1,181349,0
2,181412,0
0,181474,0
3,181537,0
2,181599,0
1,181662,1,181724
1,181787,1,181849
2,181849,1,181912
0,181912,1,181974
3,182037,1,182099
1,182224,1,182287
2,182287,1,182349
0,182349,1,182412
3,182412,1,182474
2,182537,1,182599
3,182599,1,182662
0,182662,0
1,182703,0
2,182745,0
0,182849,0
3,182912,0
2,182953,0
1,182995,0
3,183037,0
0,183126,0
1,183162,0
2,183197,0
0,183287,0
3,183328,0
2,183356,0
1,183384,0
0,183516,0
1,183537,0
2,183557,0
0,183662,0
3,183662,0
1,183712,0
2,183762,0
0,183812,0
3,183862,0
2,183912,0
1,183962,0
3,184012,0
0,184062,0
2,184112,0
1,184162,0
3,184224,0
0,184287,0
1,184349,0
2,184412,0
0,184474,0
3,184537,0
2,184599,0
0,184662,0
1,184724,0
2,184787,0
0,184849,0
3,184912,0
1,184974,0
2,185037,0
0,185099,0
3,185162,0
2,185224,0
1,185287,0
0,185349,0
3,185412,0
1,185474,0
2,185537,0
0,185599,0
3,185662,0
3,185787,0
3,185912,1,185974
3,186037,1,186162
1,186162,0
0,186162,0
1,186287,0
0,186287,0
1,186412,1,186474
0,186412,1,186474
0,186537,1,186599
1,186537,1,186662
0,186662,0
2,186662,0
3,186662,0
3,186787,0
2,186787,0
0,186787,0
2,186912,1,186974
3,186912,1,186974
0,186912,1,186974
0,187037,1,187162
2,187037,1,187099
3,187037,1,187099
2,187162,1,187224
1,187162,1,187224
3,187162,1,187287
1,187287,1,187412
2,187287,1,187349
0,187287,1,187349
0,187412,1,187474
2,187412,1,187537
3,187412,1,187474
1,187537,1,187662
0,187537,1,187662
3,187537,1,187599
3,187662,0
2,187662,0
0,187724,0
1,187724,0
3,187787,0
2,187787,0
1,187849,0
0,187849,0
2,187912,1,187974
3,187912,1,188037
0,187974,1,188099
2,188037,1,188099
1,188037,1,188099
3,188099,0
2,188162,1,188287
0,188162,1,188224
1,188224,1,188349
0,188287,1,188349
3,188287,1,188349
2,188349,0
1,188412,1,188537
3,188412,1,188474
0,188474,1,188537
2,188537,1,188599
3,188537,1,188599
0,188599,0
1,188662,1,188787
2,188662,1,188724
3,188724,1,188849
2,188787,1,188849
0,188787,1,188849
1,188849,0
3,188912,1,189037
0,188912,1,188974
2,188974,1,189099
1,189037,1,189099
0,189037,1,189099
3,189099,0
2,189162,1,189224
0,189162,1,189287
1,189224,1,189349
2,189287,1,189349
3,189287,1,189349
0,189349,0
1,189412,1,189474
3,189412,1,189474
2,189474,1,189599
3,189537,1,189599
1,189537,1,189599
0,189599,0
2,189662,1,189724
3,189662,1,189787
0,189724,1,189849
2,189787,1,189849
1,189787,1,189849
3,189849,0
1,189912,1,189974
0,189912,1,190037
3,189974,1,190099
2,190037,1,190099
1,190037,1,190099
0,190099,0
1,190162,1,190287
3,190162,1,190224
2,190224,1,190349
3,190287,1,190349
0,190287,1,190349
1,190349,0
2,190412,1,190537
0,190412,1,190474
3,190474,1,190537
1,190537,1,190599
0,190537,1,190599
3,190599,0
2,190662,1,190787
1,190662,1,190724
0,190724,1,190849
1,190787,1,190849
3,190787,1,190849
2,190849,0
0,190912,1,191037
3,190912,1,190974
1,190974,1,191099
2,191037,1,191099
3,191037,1,191099
0,191099,0
1,191162,1,191224
3,191162,1,191287
2,191224,1,191349
1,191287,1,191349
0,191287,1,191349
3,191349,0
2,191412,1,191474
0,191412,1,191474
1,191474,1,191599
2,191537,1,191599
0,191537,1,191599
3,191599,0
1,191662,1,191724
0,191662,1,191787
3,191724,1,191849
2,191787,1,191849
1,191787,1,191849
0,191849,0
2,191912,1,191974
3,191912,1,192037
0,191974,1,192099
1,192037,1,192099
2,192037,1,192099
3,192099,0
1,192162,1,192287
0,192162,1,192224
2,192224,1,192349
3,192287,1,192349
0,192287,1,192349
1,192349,0
2,192412,0
3,192412,0
0,192474,0
1,192537,0
2,192537,0
0,192599,0
2,192662,1,192724
3,192662,1,192787
0,192724,1,192849
1,192787,1,192849
2,192787,1,192849
3,192849,0
1,192912,1,192974
0,192912,1,193037
3,192974,1,193099
2,193037,1,193099
1,193037,1,193099
0,193099,0
2,193162,1,193287
3,193162,1,193224
1,193224,1,193349
0,193287,1,193349
3,193287,1,193349
2,193349,0
1,193412,0
0,193412,0
3,193474,0
2,193537,0
1,193537,0
3,193599,0
1,193662,1,193724
0,193662,1,193787
3,193724,1,193849
2,193787,1,193849
1,193787,1,193849
0,193849,0
2,193912,1,193974
3,193912,1,194037
0,193974,1,194099
1,194037,1,194099
2,194037,1,194099
3,194099,0
1,194162,1,194287
0,194162,1,194224
2,194224,1,194349
3,194287,1,194349
0,194287,1,194349
1,194349,0
3,194412,0
2,194412,0
0,194474,0
2,194537,0
1,194537,0
0,194599,0
2,194662,1,194724
3,194662,1,194787
0,194724,1,194849
1,194787,1,194849
2,194787,1,194849
3,194849,0
1,194912,1,194974
0,194912,1,195037
3,194974,1,195099
2,195037,1,195099
1,195037,1,195099
0,195099,0
2,195162,1,195287
3,195162,1,195224
1,195224,1,195349
3,195287,1,195349
0,195287,1,195349
2,195349,0
1,195412,0
0,195412,0
3,195474,0
1,195537,0
0,195537,0
2,195599,0
1,195662,1,195724
3,195662,1,195724
0,195662,1,195849
1,195787,1,195849
3,195787,1,195849
2,195912,1,195974
3,195912,1,196099
0,195912,1,195974
2,196037,1,196099
0,196037,1,196099
1,196162,1,196224
0,196162,1,196349
3,196162,1,196224
1,196287,1,196349
3,196287,1,196349
2,196412,0
0,196412,0
3,196412,0
1,196537,0
3,196537,0
2,196662,1,196724
3,196662,1,196849
0,196662,1,196724
2,196787,1,196849
0,196787,1,196849
1,196912,1,196974
0,196912,1,197099
3,196912,1,196974
1,197037,1,197099
3,197037,1,197099
3,197162,1,197349
2,197162,1,197224
0,197162,1,197224
2,197287,1,197349
0,197287,1,197349
1,197412,1,197474
3,197412,1,197537
0,197412,1,197474
1,197537,1,197599
0,197537,1,197599
2,197599,1,197724
3,197599,1,197724
1,197662,1,197724
0,197662,1,197849
1,197787,1,197849
2,197787,1,197849
0,197912,1,197974
2,197912,1,198037
3,197912,1,198037
1,198037,1,198099
0,198037,1,198099
2,198099,0
3,198099,0
1,198162,1,198224
0,198162,1,198349
1,198287,1,198349
2,198287,1,198349
2,198412,1,198474
3,198412,1,198474
0,198412,1,198537
2,198537,1,198599
3,198537,1,198599
1,198599,0
0,198599,0
3,198662,0
2,198703,0
1,198745,0
0,198787,0
2,198828,0
3,198870,0
0,198912,0
1,198953,0
2,198995,0
3,199037,0
1,199078,0
0,199120,0
3,199162,0
2,199203,0
1,199245,0
0,199287,0
3,199328,0
2,199370,0
0,199412,0
1,199447,0
2,199483,0
3,199519,0
0,199554,0
1,199590,0
2,199626,0
3,199662,1,203912
0,203912,0
1,203962,0
1,204112,0
2,204245,0
2,204662,0
1,204912,0
1,205287,0
1,205662,0
3,205912,0
3,206287,0
3,206662,0
1,206912,0
1,207287,0
1,207662,0
0,207912,0
0,208287,0
0,208662,0
2,208912,0
2,209287,0
2,209662,0
3,209912,0
3,210287,0
3,210662,0
0,210912,0
0,211287,0
0,211662,0
3,211912,0
3,212287,0
3,212662,0
2,212912,0
2,213287,0
2,213662,0
0,213912,0
0,214287,0
0,214662,0
2,214912,0
2,215287,0
2,215662,0
3,215912,0
3,216287,0
3,216662,0
1,216912,0
1,217287,0
1,217662,0
0,217912,0
0,218287,0
0,218662,0
3,218912,0
3,219287,0
3,219662,0
1,219912,0
2,220287,0
0,220412,0
2,220662,0
0,220787,0
3,220912,0
1,221287,0
2,221412,0
0,221662,0
2,221912,0
1,222287,0
3,222412,0
1,222662,0
3,222787,0
0,222912,0
2,223287,0
